,2020/3/2,2020/3/3,2020/3/4,2020/3/5,2020/3/6,2020/3/7,2020/3/8,2020/3/9,2020/3/10,2020/3/11,2020/3/12,2020/3/13,2020/3/14,2020/3/15,2020/3/16,2020/3/17,2020/3/18,2020/3/19,2020/3/20,2020/3/21,2020/3/22,2020/3/23,2020/3/24,2020/3/25,2020/3/26,2020/3/27,2020/3/28,2020/3/29,2020/3/30,2020/3/31,2020/4/1,2020/4/2,2020/4/3,2020/4/4,2020/4/5,2020/4/6,2020/4/7,2020/4/8,2020/4/9,2020/4/10,2020/4/11,2020/4/12,2020/4/13,2020/4/14,2020/4/15,2020/4/16,2020/4/17,2020/4/18,2020/4/19,2020/4/20,2020/4/21,2020/4/22,2020/4/23,2020/4/24,2020/4/25,2020/4/26,2020/4/27,2020/4/28,2020/4/29,2020/4/30,2020/5/1,2020/5/2,2020/5/3,2020/5/4,2020/5/5,2020/5/6,2020/5/7,2020/5/8,2020/5/9,2020/5/10,2020/5/11,2020/5/12,2020/5/13,2020/5/14,2020/5/15,2020/5/16,2020/5/17,2020/5/18,2020/5/19,2020/5/20,2020/5/21,2020/5/22,2020/5/23,2020/5/24,2020/5/25,2020/5/26,2020/5/27,2020/5/28,2020/5/29,2020/5/30,2020/5/31,2020/6/1,2020/6/2,2020/6/3,2020/6/4,2020/6/5,2020/6/6,2020/6/7,2020/6/8,2020/6/9,2020/6/10,2020/6/11,2020/6/12,2020/6/13,2020/6/14,2020/6/15,2020/6/16,2020/6/17,2020/6/18,2020/6/19,2020/6/20,2020/6/21,2020/6/22,2020/6/23,2020/6/24,2020/6/25,2020/6/26,2020/6/27,2020/6/28,2020/6/29,2020/6/30,2020/7/1,2020/7/2,2020/7/3,2020/7/4,2020/7/5,2020/7/6,2020/7/7,2020/7/8,2020/7/9,2020/7/10,2020/7/11,2020/7/12,2020/7/13,2020/7/14,2020/7/15,2020/7/16,2020/7/17,2020/7/18,2020/7/19,2020/7/20,2020/7/21,2020/7/22,2020/7/23,2020/7/24,2020/7/25,2020/7/26,2020/7/27,2020/7/28,2020/7/29,2020/7/30,2020/7/31,2020/8/1,2020/8/2,2020/8/3,2020/8/4,2020/8/5,2020/8/6,2020/8/7,2020/8/8,2020/8/9,2020/8/10,2020/8/11,2020/8/12,2020/8/13,2020/8/14,2020/8/15,2020/8/16,2020/8/17,2020/8/18,2020/8/19,2020/8/20,2020/8/21,2020/8/22,2020/8/23,2020/8/24,2020/8/25,2020/8/26,2020/8/27,2020/8/28,2020/8/29,2020/8/30,2020/8/31,2020/9/1,2020/9/2,2020/9/3,2020/9/4,2020/9/5,2020/9/6,2020/9/7,2020/9/8,2020/9/9,2020/9/10,2020/9/11,2020/9/12,2020/9/13,2020/9/14,2020/9/15,2020/9/16,2020/9/17,2020/9/18,2020/9/19,2020/9/20,2020/9/21,2020/9/22,2020/9/23,2020/9/24,2020/9/25,2020/9/26,2020/9/27,2020/9/28,2020/9/29,2020/9/30,2020/10/1,2020/10/2,2020/10/3,2020/10/4,2020/10/5,2020/10/6,2020/10/7,2020/10/8,2020/10/9,2020/10/10,2020/10/11,2020/10/12,2020/10/13,2020/10/14,2020/10/15,2020/10/16,2020/10/17,2020/10/18,2020/10/19,2020/10/20,2020/10/21,2020/10/22,2020/10/23,2020/10/24,2020/10/25,2020/10/26,2020/10/27,2020/10/28,2020/10/29,2020/10/30,2020/10/31,2020/11/1,2020/11/2,2020/11/3,2020/11/4,2020/11/5,2020/11/6,2020/11/7,2020/11/8,2020/11/9,2020/11/10,2020/11/11,2020/11/12,2020/11/13,2020/11/14,2020/11/15,2020/11/16,2020/11/17,2020/11/18,2020/11/19,2020/11/20,2020/11/21,2020/11/22,2020/11/23,2020/11/24,2020/11/25,2020/11/26,2020/11/27,2020/11/28,2020/11/29,2020/11/30,2020/12/1,2020/12/2,2020/12/3,2020/12/4,2020/12/5,2020/12/6,2020/12/7,2020/12/8,2020/12/9,2020/12/10,2020/12/11,2020/12/12,2020/12/13,2020/12/14,2020/12/15,2020/12/16,2020/12/17,2020/12/18,2020/12/19,2020/12/20,2020/12/21,2020/12/22,2020/12/23,2020/12/24,2020/12/25,2020/12/26,2020/12/27,2020/12/28,2020/12/29,2020/12/30,2020/12/31,2021/1/1,2021/1/2,2021/1/3,2021/1/4,2021/1/5,2021/1/6,2021/1/7,2021/1/8,2021/1/9,2021/1/10,2021/1/11,2021/1/12,2021/1/13,2021/1/14,2021/1/15,2021/1/16,2021/1/17,2021/1/18,2021/1/19,2021/1/20,2021/1/21,2021/1/22,2021/1/23,2021/1/24,2021/1/25,2021/1/26,2021/1/27,2021/1/28,2021/1/29,2021/1/30,2021/1/31,2021/2/1,2021/2/2,2021/2/3,2021/2/4,2021/2/5,2021/2/6,2021/2/7,2021/2/8,2021/2/9,2021/2/10,2021/2/11,2021/2/12,2021/2/13,2021/2/14,2021/2/15,2021/2/16,2021/2/17,2021/2/18,2021/2/19,2021/2/20,2021/2/21,2021/2/22,2021/2/23,2021/2/24,2021/2/25,2021/2/26,2021/2/27,2021/2/28,2021/3/1
10465,0,0,0,0,0,0,0,0,0,2,3,6,6,10,20,23,28,34,37,25,24,33,42,45,47,48,32,33,57,51,51,53,53,36,35,59,56,52,47,42,35,27,17,45,14,61,25,20,31,35,38,32,26,41,21,9,14,14,6,8,9,10,18,15,6,10,11,4,8,5,11,5,4,3,2,7,2,4,1,2,2,3,2,2,0,2,1,3,3,6,1,0,1,1,0,5,1,1,2,1,2,3,2,2,2,1,7,2,1,0,1,1,1,2,1,3,2,1,2,3,3,1,2,2,4,1,3,1,3,2,1,2,2,1,2,0,0,3,0,1,2,1,0,0,0,4,1,0,3,0,0,4,1,3,0,2,1,1,1,3,1,0,0,0,0,3,1,1,1,2,2,1,2,0,0,1,1,1,0,6,0,1,2,2,1,2,3,3,2,2,0,5,1,2,3,3,1,2,1,1,1,1,1,0,1,0,1,2,1,3,0,0,5,3,4,0,2,4,6,2,4,1,8,0,2,1,7,2,4,2,10,2,2,5,3,2,2,2,1,4,4,3,3,3,5,2,3,6,3,3,4,6,1,5,7,8,5,7,11,4,9,2,10,17,10,6,10,5,10,19,13,7,9,22,13,17,18,23,11,20,0,48,21,11,13,10,9,13,15,12,13,31,9,12,9,16,15,16,27,22,22,18,23,28,23,28,49,29,28,31,29,36,56,16,43,24,14,28,34,46,25,24,29,22,21,40,25,38,24,17,21,19,31,27,37,33,17,12,17,18,27,24,15,26,44,45,40,21,17,20,13,14,17,18,27,25,19,23,15,20,20,17,16,20,14
10466,0,0,0,0,0,0,2,3,3,2,5,8,8,13,27,31,38,47,51,33,33,45,57,62,64,65,44,45,78,69,69,73,72,49,40,80,76,71,64,57,47,37,28,74,32,89,68,56,44,48,62,44,36,68,44,13,20,12,19,13,19,19,24,8,13,13,9,3,17,10,11,3,13,5,18,8,12,8,4,7,19,15,9,23,5,19,10,11,12,9,11,6,2,1,2,5,5,1,7,4,2,5,2,5,4,2,1,4,2,7,5,1,1,3,3,4,3,8,0,5,2,2,5,4,8,2,5,2,3,2,0,3,5,3,3,0,4,1,5,1,0,4,1,4,1,1,0,3,3,1,1,4,2,2,0,4,1,7,5,2,0,3,2,4,3,4,2,4,5,2,1,4,2,3,4,3,1,1,0,2,3,1,4,0,1,1,2,2,2,2,0,7,6,1,0,0,2,6,4,0,1,0,1,2,4,1,2,0,2,0,3,4,0,3,2,0,2,0,7,4,1,3,0,0,0,2,2,1,2,4,3,3,4,1,4,2,2,3,0,3,3,3,3,3,5,2,7,4,3,6,5,2,1,9,5,4,8,8,6,5,14,9,13,6,16,6,11,10,12,10,9,20,10,6,17,22,17,18,28,15,0,36,13,11,13,10,9,10,31,8,20,18,14,16,13,16,18,23,18,28,5,15,23,20,34,39,40,20,26,37,25,53,34,41,24,41,39,27,52,54,56,33,34,36,25,38,59,53,49,39,44,19,48,53,54,45,19,32,17,18,24,44,51,39,35,35,32,23,35,27,29,25,14,34,35,28,20,25,27,12,28,25,22,30,18
10467,0,0,0,0,2,2,2,3,3,3,6,10,11,17,35,41,49,62,67,44,43,59,75,81,84,85,58,59,102,91,91,96,94,64,52,106,100,93,84,75,62,48,49,100,54,115,67,50,41,63,82,57,47,65,43,17,40,34,25,48,36,33,41,25,21,20,20,5,21,21,19,3,24,16,17,16,9,29,7,13,14,19,5,15,3,14,6,17,11,18,15,4,7,14,10,11,18,9,7,4,7,5,9,14,7,3,6,5,3,3,4,16,5,4,5,2,8,4,3,10,7,6,15,2,13,4,9,4,0,11,3,5,3,5,2,9,11,4,4,0,9,5,0,7,5,25,0,5,10,8,6,3,0,3,0,12,9,6,15,5,10,2,4,3,4,4,7,5,2,4,1,2,2,1,4,1,5,6,2,4,1,3,4,3,7,3,2,1,4,5,0,13,6,1,3,3,5,5,2,2,4,7,0,4,8,2,3,1,4,2,1,4,4,7,10,4,4,3,4,6,0,3,4,8,2,4,7,7,3,2,5,3,0,4,4,11,5,5,7,10,10,8,9,5,6,3,12,5,4,15,8,5,7,10,10,18,13,10,25,11,25,6,15,25,23,7,27,18,16,24,23,22,28,9,26,35,29,44,25,22,0,44,17,27,32,23,23,17,29,35,33,29,22,24,28,36,30,44,19,31,22,34,41,23,42,47,72,37,33,52,43,71,69,61,52,54,69,42,75,85,82,60,79,81,45,54,76,82,74,71,84,49,62,89,72,81,61,43,46,26,24,67,54,77,57,58,52,81,64,38,33,29,33,70,67,54,23,48,48,26,54,44,39,52,29
10468,0,0,0,0,0,0,2,3,3,2,5,8,8,13,27,31,38,47,51,34,33,45,57,62,64,65,44,45,78,69,69,73,72,49,40,81,77,71,64,57,47,37,56,63,38,61,59,50,40,48,47,44,36,60,50,13,33,39,11,44,41,30,25,17,16,20,29,7,31,12,24,0,8,18,162,70,4,16,12,6,26,22,9,16,22,26,9,7,10,6,11,7,6,14,12,7,4,5,3,4,4,5,1,5,5,6,7,9,5,1,7,6,5,1,7,2,6,4,2,8,10,5,3,5,5,3,7,3,3,5,1,8,4,6,3,2,3,4,0,2,3,4,5,5,4,10,2,4,5,6,5,4,2,4,2,9,6,4,13,0,6,5,7,4,6,4,5,4,9,2,7,5,3,3,2,0,4,0,1,7,5,8,3,1,4,7,1,2,3,4,0,7,4,1,3,3,6,4,3,3,4,3,2,4,2,3,2,2,8,5,8,3,11,9,4,2,4,5,4,1,7,3,3,7,3,2,2,3,6,3,5,4,3,4,9,8,5,5,4,9,10,8,8,8,2,4,9,7,10,7,11,6,4,9,8,10,14,16,9,8,12,28,18,10,12,12,12,24,13,28,26,15,14,18,30,18,24,23,31,24,0,31,25,26,30,23,22,26,30,24,39,44,27,18,33,27,32,36,31,36,19,27,46,43,41,47,60,24,19,35,45,65,59,54,49,53,52,33,47,50,61,50,60,28,26,57,61,67,62,46,59,40,60,48,58,59,49,36,35,17,17,46,68,64,64,65,59,48,62,41,30,36,39,65,39,57,22,23,38,38,43,35,42,44,42
10469,0,0,1,0,1,1,2,3,3,3,6,10,10,16,33,38,46,58,62,41,40,56,70,76,78,80,54,55,95,85,85,89,88,60,40,99,94,87,79,70,58,45,63,93,54,113,74,69,62,59,60,54,44,59,45,16,35,12,49,38,33,29,25,8,12,14,16,7,17,32,62,21,5,6,19,14,8,8,4,3,15,18,9,9,6,14,18,13,20,12,10,3,0,3,18,1,3,5,6,2,3,5,11,12,3,8,2,5,3,2,3,4,3,7,4,7,4,1,2,6,5,5,5,0,8,3,6,5,2,3,1,4,3,1,0,1,1,0,2,5,0,2,0,1,0,6,0,2,3,1,3,5,0,1,2,7,1,3,2,1,3,1,3,6,3,6,0,3,1,0,9,3,3,1,4,2,0,2,1,4,0,2,1,1,4,1,0,3,3,3,0,5,2,2,1,1,0,3,0,1,1,3,3,1,2,0,0,3,2,1,2,0,3,4,4,2,3,3,6,2,3,4,0,5,0,5,4,7,3,1,2,2,5,3,3,0,2,4,3,4,4,3,4,4,4,3,6,8,1,8,9,7,3,0,6,8,8,8,6,4,10,7,0,7,14,9,6,9,9,13,14,19,8,12,18,17,16,22,12,16,0,27,10,17,20,15,15,14,24,27,39,27,16,22,24,17,25,26,33,17,19,25,33,28,21,55,36,27,20,25,27,45,27,36,43,31,58,48,36,40,26,46,19,29,19,35,39,60,34,43,40,24,39,35,28,43,26,28,22,16,13,32,32,31,15,15,14,29,30,22,22,22,15,31,22,27,13,18,19,26,36,25,23,30,24
10470,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,6,7,9,10,7,6,9,11,12,13,13,9,9,15,14,14,14,14,10,10,16,15,14,13,11,9,7,8,13,5,15,6,12,4,9,7,9,7,13,6,2,4,1,2,5,4,1,4,5,1,7,0,0,4,3,2,5,1,2,3,1,4,3,1,0,1,3,0,0,0,1,2,0,2,2,0,0,0,2,2,1,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,2,0,1,1,0,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,1,0,1,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,2,0,0,1,0,0,0,0,2,2,0,1,0,0,1,2,2,0,3,0,0,0,0,0,2,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,2,2,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,2,0,1,3,2,1,0,1,0,2,3,2,4,1,0,3,2,4,3,2,4,4,1,2,1,3,10,1,4,5,7,13,1,2,7,2,3,5,6,4,4,3,9,5,4,5,7,6,4,6,14,8,10,10,7,7,15,24,7,24,20,10,2,8,10,12,15,13,13,13,8,14,9,11,19,22,15,8,7,10,14,5,8,5,9,12,14,16,9,7,6,9,4,5,1,11,9,10,4,4,4,3,11,2,2,4,2,6,8,7,2,4,4,1,8,1,8,5,5
10471,0,0,0,0,0,0,0,0,0,0,1,2,2,3,7,8,9,12,13,8,8,11,14,15,16,16,11,11,19,17,17,18,18,12,13,20,19,18,16,14,12,9,8,9,7,25,13,18,6,12,21,11,9,16,10,3,9,12,6,7,4,6,13,4,5,6,2,0,3,9,0,1,5,53,84,57,1,4,1,0,2,4,0,2,0,2,2,0,1,2,1,2,0,1,1,0,1,10,0,0,2,0,2,2,2,5,0,0,1,2,1,1,0,0,1,1,2,0,1,1,3,0,0,0,1,0,1,3,0,0,2,0,0,1,0,0,4,1,2,0,0,1,0,2,2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,1,3,3,0,1,1,0,0,0,2,1,0,1,0,0,0,1,0,2,0,0,3,1,0,3,0,0,0,0,3,2,0,1,1,1,1,0,2,0,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,2,0,1,1,2,0,0,6,0,1,2,2,2,0,1,1,0,1,2,1,1,2,2,2,1,2,3,2,1,3,0,3,4,0,3,5,4,3,8,6,0,5,7,4,4,0,1,4,3,8,3,7,8,5,7,11,3,4,0,13,6,4,5,3,3,6,3,7,8,2,9,5,5,6,12,8,9,12,13,6,20,15,5,19,11,12,7,4,11,15,12,14,26,15,6,12,7,13,16,9,13,9,5,20,16,21,11,10,11,6,11,8,8,6,18,5,9,8,6,14,10,14,14,14,13,10,18,7,4,2,9,16,12,10,12,5,7,4,9,7,8,7,6
10472,0,0,0,0,0,0,0,0,0,2,3,6,6,10,20,23,27,34,37,24,24,33,42,45,47,47,32,33,57,50,50,53,52,36,21,59,56,52,47,42,34,27,32,64,21,75,43,37,49,35,30,32,26,81,42,9,25,26,19,15,22,27,26,11,12,15,19,2,19,14,8,8,6,13,7,16,5,14,8,5,13,19,7,2,9,12,5,8,12,6,5,4,5,9,2,3,0,5,7,4,5,8,3,4,6,1,2,7,3,0,2,4,2,3,9,4,3,4,5,5,5,2,0,6,6,2,5,3,2,4,6,0,3,2,5,1,4,1,4,5,8,10,1,0,1,2,0,1,4,0,4,2,1,0,2,6,4,3,3,3,3,4,0,3,2,4,5,4,0,2,0,6,1,0,5,0,2,0,2,2,2,3,2,3,0,6,0,3,0,0,0,1,3,4,1,1,9,0,5,2,1,2,2,1,3,1,1,5,2,4,0,5,3,2,1,3,2,2,4,4,2,2,7,3,2,1,6,1,5,4,8,4,7,5,4,3,2,0,2,4,4,3,3,1,4,3,5,0,1,8,9,1,5,6,6,16,11,8,18,4,8,8,10,7,11,6,13,12,10,13,15,13,15,11,17,19,17,9,18,22,0,18,23,17,20,15,15,27,19,20,24,33,19,12,13,21,23,27,17,20,37,17,41,27,39,48,45,32,19,33,31,46,60,57,40,53,47,32,38,55,43,54,51,49,17,37,45,43,40,34,48,32,30,33,41,54,34,26,28,21,26,50,44,39,41,42,38,46,39,29,27,20,17,66,48,32,28,15,40,19,32,37,31,32,31
10473,0,0,0,0,0,0,2,3,3,2,4,7,8,12,25,29,35,44,48,31,31,43,54,58,60,61,42,43,73,65,65,69,68,46,46,76,72,67,61,54,45,34,32,58,27,65,29,50,17,45,31,41,34,31,25,12,24,18,15,22,30,17,29,12,14,15,16,5,10,12,8,5,12,1,7,12,2,4,3,3,10,11,7,7,4,10,6,9,9,11,12,0,3,2,2,2,4,3,4,2,5,3,2,5,2,1,3,6,0,2,3,1,0,2,7,3,5,5,1,4,7,4,3,3,2,2,4,2,0,3,2,3,1,2,2,3,5,5,2,2,3,7,2,5,6,5,2,1,3,3,1,2,6,2,2,5,4,5,4,0,5,1,2,9,5,0,3,4,0,4,6,4,3,2,1,0,1,1,2,3,1,2,4,1,1,3,2,1,2,2,0,2,1,1,1,1,2,1,4,3,3,4,0,5,2,0,3,0,4,2,1,2,4,2,2,7,0,2,0,6,3,4,4,4,2,3,5,2,3,2,7,1,4,4,5,1,4,8,7,8,9,7,7,3,6,2,10,6,11,6,8,9,3,8,4,6,12,10,16,3,13,14,10,14,18,18,10,7,14,17,10,9,11,18,20,18,14,19,19,20,0,33,17,15,18,13,13,11,29,12,23,21,25,8,21,19,31,21,35,23,27,21,27,30,23,36,50,29,41,32,24,50,29,51,36,27,44,35,42,42,26,50,31,45,26,35,41,48,42,47,39,23,46,54,40,42,29,29,15,8,16,41,44,40,32,32,29,23,32,23,25,18,16,28,26,30,15,14,29,18,27,33,30,35,18
10474,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,5,7,7,5,5,6,8,9,9,9,6,6,11,10,10,10,10,7,6,11,11,10,9,8,7,5,5,7,5,11,12,6,7,7,3,6,5,11,10,2,3,4,1,3,2,6,0,3,1,3,4,0,3,0,3,2,1,1,2,3,2,4,0,1,0,2,0,0,0,0,0,1,2,1,1,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,1,3,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,2,1,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2,0,2,1,5,0,2,1,0,0,5,0,1,5,0,0,0,0,1,1,7,4,0,1,3,3,2,7,1,2,1,0,7,3,5,6,4,4,2,3,4,3,6,0,3,11,4,5,5,10,6,4,3,10,10,12,6,11,6,4,5,1,13,9,6,7,7,11,7,5,11,11,4,6,11,5,0,7,6,10,4,6,0,7,11,8,10,8,7,2,1,4,10,5,8,8,8,7,10,9,3,6,5,0,9,7,9,0,8,3,7,5,6,7,4,5
10475,0,0,0,0,0,0,0,0,0,2,3,6,6,10,20,23,28,35,38,25,25,34,43,47,48,49,33,34,59,52,52,55,54,37,30,61,58,53,48,43,36,28,35,74,21,90,37,26,30,36,36,33,27,40,27,10,14,10,8,20,15,10,9,13,15,8,7,2,17,13,8,4,5,11,1,1,4,4,0,5,6,9,3,6,0,6,2,6,3,7,2,1,2,6,3,1,4,0,2,1,4,4,2,1,3,5,1,3,4,0,1,2,3,2,1,0,4,2,1,5,1,4,3,4,7,2,5,2,1,2,1,2,3,1,0,5,2,1,2,1,0,4,0,2,0,3,0,1,5,2,1,3,1,0,1,2,3,2,3,0,1,0,2,2,6,2,0,2,3,2,2,1,1,0,1,0,0,1,1,1,0,0,0,2,1,1,1,0,3,4,0,8,0,0,2,2,6,3,1,0,0,3,3,3,1,1,5,1,2,2,2,2,2,2,1,1,0,0,1,3,0,1,6,2,1,1,0,1,2,1,2,1,0,1,0,1,0,1,0,1,1,1,1,1,3,2,2,2,0,4,1,9,1,1,3,2,3,9,2,2,8,4,5,3,10,3,6,5,6,2,1,3,3,5,11,14,10,13,8,1,0,16,4,3,4,3,3,6,10,7,12,7,4,4,6,5,11,7,13,11,6,5,19,6,20,17,19,15,3,16,14,18,17,19,15,7,15,15,17,19,18,23,28,15,12,25,18,25,31,19,10,7,27,16,22,21,9,7,14,11,9,18,20,9,14,14,13,15,17,13,16,9,7,24,10,18,10,14,16,6,17,13,11,14,12
11429,0,0,0,0,0,0,0,0,0,1,2,4,4,6,12,14,17,21,23,15,15,21,26,28,29,30,20,21,36,32,32,33,33,22,26,37,35,32,29,26,22,17,12,27,20,15,16,16,18,22,17,20,16,26,13,6,8,9,3,5,9,8,10,4,3,3,4,3,8,7,8,1,6,1,2,0,3,0,2,1,4,0,2,5,3,4,6,2,5,1,1,0,3,3,2,2,2,4,2,5,3,5,2,1,2,2,1,0,1,0,3,6,1,2,2,0,1,0,2,2,0,2,2,2,3,0,2,1,2,1,4,1,2,1,0,2,0,1,0,0,2,1,1,1,1,3,0,0,0,4,3,1,0,1,0,0,0,1,1,1,0,0,2,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,2,0,1,0,0,0,3,0,0,0,1,0,2,2,2,2,0,1,0,0,5,2,2,0,0,0,1,1,0,1,2,2,2,2,2,1,4,3,0,0,0,1,3,2,0,3,0,2,4,1,2,3,1,2,5,1,0,0,2,3,2,2,2,0,1,3,2,2,3,1,3,3,3,2,5,3,5,2,5,4,6,2,5,3,1,7,11,3,4,6,3,4,8,5,11,4,13,7,5,0,4,3,11,13,10,9,9,10,7,3,16,5,14,11,11,8,12,11,8,12,11,10,8,11,8,15,7,7,14,8,8,19,9,20,16,23,9,20,29,12,10,12,16,15,14,24,15,11,10,10,12,33,17,20,11,20,10,4,5,6,6,7,8,10,10,9,8,8,6,4,12,3,16,4,6,14,13,17,3,16,9,17,11,2
11004,0,0,0,0,0,0,0,0,0,0,1,2,2,3,7,8,10,12,13,9,9,12,15,16,17,17,12,12,20,18,18,19,19,13,6,21,20,19,17,15,12,10,6,18,5,11,13,8,12,13,12,12,9,15,5,3,6,4,2,5,10,7,8,3,8,5,2,0,4,2,3,3,1,0,0,5,3,0,1,2,7,4,4,6,3,6,0,0,0,0,4,2,0,0,0,2,3,3,1,2,4,4,1,1,1,0,3,2,0,0,2,2,2,6,1,0,1,1,11,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2,5,0,0,2,2,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,1,1,1,1,3,0,0,0,1,3,1,0,3,1,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,5,1,0,3,0,1,3,3,1,1,0,2,3,2,2,0,3,2,2,0,0,3,2,0,0,3,2,2,3,3,6,2,2,2,2,0,1,0,5,5,0,2,5,4,2,4,4,9,0,6,4,5,0,2,2,6,7,5,5,5,8,4,5,1,7,1,3,11,11,8,6,11,6,3,9,9,4,16,10,3,12,5,6,6,10,5,12,11,10,15,7,8,8,9,4,10,13,13,11,10,18,11,10,8,7,7,7,4,4,3,3,3,5,4,4,6,8,8,7,6,3,4,3,3,6,5,1,4,6,4,6,1,7,6,9,11,9
11101,0,0,0,0,0,0,0,0,0,0,1,2,2,3,7,8,10,12,13,8,8,11,14,16,16,16,11,11,20,17,17,18,18,12,18,20,19,18,16,14,12,9,7,13,10,14,10,8,17,12,11,11,9,15,5,3,8,9,7,11,4,7,5,3,3,6,3,2,2,4,3,2,9,1,1,9,3,3,2,4,4,6,0,2,3,4,1,3,1,2,4,0,0,5,1,1,1,0,2,2,1,2,3,0,1,2,1,1,0,1,0,2,0,3,1,1,2,1,0,2,2,2,4,2,2,0,2,2,1,0,2,0,0,4,1,2,2,0,2,1,0,4,0,0,3,4,1,0,7,2,3,0,0,2,0,2,1,1,1,0,0,0,2,0,3,0,3,3,1,1,1,0,1,3,2,0,1,1,3,2,3,3,1,0,1,0,1,1,4,5,0,6,0,1,0,0,3,1,0,1,2,0,1,2,2,1,2,3,1,3,0,1,2,2,4,3,1,0,1,5,0,2,3,2,0,2,2,2,5,0,1,2,1,6,0,3,1,0,2,3,3,2,3,5,5,1,4,4,0,4,5,3,5,5,10,6,5,4,8,5,9,6,7,6,3,4,8,3,8,7,6,5,6,10,4,14,10,13,11,9,0,10,11,14,16,12,12,15,16,10,11,15,12,11,10,13,13,12,22,13,10,6,18,15,5,26,20,15,9,16,17,12,25,18,15,32,32,12,5,23,19,18,11,12,22,15,12,8,18,8,18,11,16,17,21,17,19,7,2,12,12,14,21,13,15,15,14,11,16,8,15,10,4,29,12,10,9,8,10,10,9,12,123,10,15
11102,0,0,0,0,0,0,0,0,0,0,1,2,2,4,8,9,11,14,15,10,10,13,17,18,19,19,13,13,23,20,20,21,21,14,20,24,22,21,19,17,14,11,7,13,10,9,7,8,19,14,18,13,11,24,10,4,8,5,9,11,7,4,6,5,3,6,5,1,5,2,2,3,2,1,8,5,0,3,0,5,4,4,3,0,3,4,2,4,0,5,1,2,0,5,1,1,1,1,2,1,2,1,4,3,1,0,4,2,2,0,0,2,1,1,3,2,2,0,2,1,0,1,1,2,3,0,1,1,0,1,1,3,1,2,2,1,2,2,0,0,0,3,0,3,3,1,1,2,3,1,1,3,2,1,0,0,1,2,1,1,1,1,2,6,2,2,1,2,0,0,0,1,2,0,0,2,2,2,0,0,3,0,0,1,0,0,0,0,3,4,0,7,3,1,2,2,0,1,0,2,3,2,0,1,1,0,1,3,2,2,3,1,5,0,14,2,0,4,3,0,2,5,5,4,1,1,4,1,6,6,1,2,1,1,2,3,1,1,0,2,2,2,2,2,5,3,4,6,6,3,3,2,3,5,10,2,6,9,7,4,6,4,7,14,4,7,13,6,5,8,8,10,2,11,6,6,10,13,6,8,0,11,7,7,8,6,6,10,8,10,15,12,10,18,7,12,8,14,8,20,10,11,14,13,12,18,32,6,13,13,12,21,18,44,12,8,13,16,13,15,17,9,13,15,13,11,14,18,12,15,16,6,13,24,17,13,14,12,9,7,6,15,13,17,11,11,10,12,15,9,17,15,3,23,9,7,8,10,15,6,11,13,13,14,6
